Date,srad,tmmx,tmmn,vpar,tdew,rmax,rmin,vs,pr,ET,MorP
1979-05-10,27.009,15.85,-0.05,,,100.0,32.6,4.5,0.0,,
1979-05-11,28.192,17.85,2.25,,,92.7,29.9,4.4,0.0,,
1979-05-12,26.568,20.95,0.95,,,83.9,26.7,4.0,0.0,,
1979-05-13,27.708,23.25,4.85,,,88.2,20.8,3.9,0.0,,
1979-05-14,27.639,26.05,8.55,,,53.2,20.0,1.4,0.0,,
1979-05-15,26.922,27.85,9.05,,,71.9,20.0,3.1,1.5,,
1979-05-16,27.579,26.75,11.35,,,58.8,18.3,4.6,0.6,,
1979-05-17,28.244,21.75,6.15,,,98.6,24.8,5.0,0.0,,
1979-05-18,28.089,21.55,3.45,,,83.4,25.9,5.2,0.0,,
1979-05-19,28.719,23.25,3.35,,,83.0,25.8,3.0,0.0,,
1979-05-20,28.477,24.95,6.45,,,66.3,21.1,3.4,0.0,,
1979-05-21,25.531,27.65,9.55,,,55.1,20.1,3.7,0.0,,
1979-05-22,28.063,28.25,9.55,,,66.3,21.0,2.2,0.4,,
1979-05-23,26.689,29.75,10.75,,,72.7,21.8,4.0,3.9,,
1979-05-24,27.052,25.05,10.95,,,100.0,19.5,3.9,1.0,,
1979-05-25,28.564,25.95,7.65,,,100.0,29.1,2.7,0.0,,
1979-05-26,28.495,28.25,11.85,,,66.8,23.5,2.7,0.0,,
1979-05-27,27.095,26.65,11.55,,,76.2,21.8,5.2,0.0,,
1979-05-28,27.631,18.05,4.75,,,84.0,28.2,6.8,0.0,,
1979-05-29,28.063,13.35,-1.25,,,79.3,25.7,4.3,0.0,,
1979-05-30,23.052,16.35,2.15,,,69.7,26.2,2.5,0.0,,
1979-05-31,29.704,19.55,1.95,,,73.3,23.7,1.5,0.0,,
1979-06-01,28.78,22.15,5.25,,,83.5,26.4,1.4,0.0,,
1979-06-02,29.048,25.25,7.95,,,64.5,22.5,1.1,0.0,,
1979-06-03,28.814,28.25,10.55,,,66.5,22.7,2.9,0.0,,
1979-06-04,28.944,30.45,11.75,,,53.0,22.9,2.5,0.0,,
1979-06-05,28.633,26.95,9.55,,,82.7,21.9,5.8,0.0,,
1979-06-06,29.765,19.85,6.65,,,100.0,26.1,8.1,0.0,,
1979-06-07,20.192,13.65,-0.55,,,100.0,24.2,3.9,0.3,,
1979-06-08,27.795,18.05,0.15,,,83.9,31.4,2.4,0.0,,
1979-06-09,29.618,23.65,4.55,,,81.9,24.8,1.3,0.0,,
1979-06-10,28.339,29.45,8.25,,,62.2,15.8,2.7,0.0,,
1979-06-11,29.246,32.45,10.45,,,51.7,14.0,3.3,0.0,,
1979-06-12,29.756,32.95,14.25,,,43.5,11.6,3.7,0.0,,
1979-06-13,29.125,31.45,12.95,,,53.9,11.5,5.4,0.0,,
1979-06-14,29.912,23.75,9.75,,,69.6,15.7,5.8,0.0,,
1979-06-15,29.748,25.65,5.85,,,79.1,18.2,2.7,0.0,,
1979-06-16,29.549,26.85,7.95,,,62.6,16.7,3.1,2.2,,
1979-06-17,21.133,18.65,5.95,,,100.0,16.2,4.5,2.5,,
1979-06-18,13.288,14.65,1.75,,,100.0,49.5,4.3,3.6,,
1979-06-19,28.693,22.05,4.35,,,100.0,45.0,5.6,0.5,,
1979-06-20,25.825,25.75,7.35,,,96.6,30.9,1.8,1.7,,
1979-06-21,24.071,27.95,9.95,,,100.0,27.4,3.7,0.0,,
1979-06-22,29.367,27.15,8.65,,,100.0,24.7,2.8,0.0,,
1979-06-23,29.566,27.85,9.95,,,78.7,22.4,1.9,0.0,,
1979-06-24,29.281,32.65,12.65,,,52.6,19.4,2.2,0.0,,
1979-06-25,28.633,34.25,15.05,,,60.2,17.8,2.3,0.0,,
1979-06-26,28.849,34.45,14.45,,,64.1,15.7,2.9,0.0,,
1979-06-27,29.471,32.45,15.55,,,63.8,14.5,4.3,0.0,,
1979-06-28,29.03,34.35,13.95,,,51.2,15.5,1.7,0.0,,
1979-06-29,28.935,35.65,18.45,,,49.4,12.8,3.6,0.0,,
1979-06-30,29.488,25.25,12.25,,,58.5,12.1,6.8,0.0,,
1979-07-01,29.359,27.15,5.25,,,85.6,21.6,4.3,0.0,,
1979-07-02,29.264,26.25,5.15,,,100.0,20.4,4.2,0.0,,
1979-07-03,29.652,30.75,8.05,,,67.4,13.5,2.9,0.0,,
1979-07-04,29.367,30.45,9.75,,,58.9,11.2,3.4,0.0,,
1979-07-05,27.328,31.15,10.55,,,68.8,15.2,3.6,0.0,,
1979-07-06,28.279,31.25,12.85,,,66.7,15.4,3.4,0.0,,
1979-07-07,28.348,30.65,11.35,,,71.0,15.1,3.3,0.0,,
1979-07-08,29.186,29.55,11.55,,,77.5,15.2,4.8,0.0,,
1979-07-09,26.663,32.75,11.55,,,62.3,13.3,3.2,0.0,,
1979-07-10,28.045,28.45,12.65,,,56.4,11.3,5.2,0.0,,
1979-07-11,27.821,28.15,10.35,,,78.4,19.7,4.0,0.0,,
1979-07-12,28.581,26.55,8.55,,,100.0,21.7,5.2,0.0,,
1979-07-13,29.039,26.75,7.05,,,100.0,27.0,4.6,0.0,,
1979-07-14,28.97,28.85,7.25,,,75.7,20.3,3.5,0.0,,
1979-07-15,28.555,32.55,10.45,,,65.4,19.3,2.3,0.0,,
1979-07-16,28.572,34.95,13.55,,,66.8,17.4,1.8,0.0,,
1979-07-17,27.968,35.75,14.85,,,61.0,14.2,2.4,0.0,,
1979-07-18,27.026,34.85,15.25,,,62.6,15.8,2.9,0.0,,
1979-07-19,27.484,34.15,13.85,,,66.7,15.8,2.2,0.0,,
1979-07-20,25.764,34.05,16.25,,,57.3,15.1,1.4,0.0,,
1979-07-21,21.168,31.55,18.25,,,60.3,19.9,2.5,2.1,,
1979-07-22,19.466,25.35,10.95,,,100.0,29.7,2.6,3.4,,
1979-07-23,27.674,28.95,8.65,,,100.0,31.4,3.0,0.0,,
1979-07-24,27.873,31.25,12.85,,,80.7,21.2,2.9,0.0,,
1979-07-25,27.06,32.95,15.85,,,70.0,20.2,3.7,0.0,,
1979-07-26,27.121,33.85,15.25,,,72.2,20.9,2.4,0.0,,
1979-07-27,27.078,33.75,16.85,,,65.9,19.6,2.2,0.0,,
1979-07-28,27.423,32.35,13.45,,,81.7,19.3,4.6,0.0,,
1979-07-29,27.778,29.05,9.15,,,76.4,18.2,3.7,0.0,,
1979-07-30,27.458,30.55,11.05,,,63.0,19.4,3.6,0.0,,
1979-07-31,27.51,31.25,10.75,,,71.2,18.7,3.1,0.0,,
1979-08-01,26.058,32.25,13.75,,,41.8,15.3,3.6,0.0,,
1979-08-02,26.283,31.45,9.45,,,62.1,13.2,4.5,0.0,,
1979-08-03,25.955,32.75,13.75,,,41.4,14.0,3.7,0.0,,
1979-08-04,25.592,35.55,13.65,,,40.5,13.7,3.8,0.0,,
1979-08-05,25.531,33.85,14.85,,,41.9,10.6,4.1,0.0,,
1979-08-06,14.126,30.45,12.75,,,53.6,11.1,2.9,0.3,,
1979-08-07,22.55,32.35,14.45,,,74.3,18.1,2.4,0.0,,
1979-08-08,17.85,30.35,16.75,,,68.8,20.1,3.2,0.0,,
1979-08-09,24.252,31.05,12.85,,,89.1,25.0,2.0,0.0,,
1979-08-10,24.494,32.15,13.65,,,71.7,22.3,1.0,0.0,,
1979-08-11,22.308,33.85,16.45,,,52.7,19.8,2.4,0.0,,
1979-08-12,19.423,31.35,16.55,,,67.4,16.7,2.5,0.3,,
1979-08-13,10.187,22.35,7.95,,,100.0,25.2,2.8,12.9,,
1979-08-14,16.71,23.35,6.65,,,100.0,58.2,1.5,6.1,,
1979-08-15,23.976,27.15,10.45,,,100.0,37.2,1.3,0.0,,
1979-08-16,23.242,27.55,11.65,,,92.9,30.0,1.2,0.0,,
1979-08-17,20.546,28.25,11.65,,,91.9,25.6,2.0,0.0,,
1979-08-18,18.878,23.85,10.85,,,100.0,22.4,2.1,0.0,,
1979-08-19,20.926,24.55,9.65,,,100.0,34.1,1.8,0.0,,
1979-08-20,22.766,26.05,8.95,,,100.0,34.5,2.3,0.0,,
1979-08-21,23.198,27.35,9.75,,,100.0,30.0,2.9,0.0,,
1979-08-22,22.956,28.75,11.65,,,89.8,24.7,1.8,0.0,,
1979-08-23,22.861,30.65,12.85,,,62.7,18.2,2.8,0.0,,
1979-08-24,23.224,26.05,9.95,,,95.0,15.2,4.2,0.0,,
1979-08-25,22.974,26.15,6.45,,,81.3,20.5,3.4,0.0,,
1979-08-26,20.771,28.15,10.35,,,63.5,20.1,2.0,0.0,,
1979-08-27,17.997,24.35,9.95,,,77.6,18.1,4.6,0.0,,
1979-08-28,17.556,23.55,8.15,,,100.0,36.2,2.2,0.0,,
1979-08-29,20.218,28.45,8.05,,,100.0,36.1,2.4,1.5,,
1979-08-30,19.699,26.45,11.55,,,71.2,25.2,4.8,0.3,,
1979-08-31,16.986,23.05,5.05,,,100.0,22.6,3.0,0.0,,
1979-09-01,22.006,29.35,6.15,,,100.0,25.5,2.8,0.0,,
1979-09-02,21.851,29.25,9.65,,,75.7,20.3,3.8,0.0,,
1979-09-03,21.678,29.75,10.45,,,82.1,19.6,3.8,0.0,,
