Date,srad,tmmx,tmmn,vpar,tdew,rmax,rmin,vs,pr,ET,MorP
1981-08-09,25.428,30.15,15.35,,,100.0,28.8,3.8,0.7,,
1981-08-10,21.652,26.45,16.85,,,99.0,24.6,2.8,6.6,,
1981-08-11,13.064,21.15,15.15,,,100.0,36.3,2.9,28.6,,
1981-08-12,13.703,20.05,12.95,,,100.0,60.0,3.1,14.5,,
1981-08-13,25.324,28.05,13.45,,,100.0,45.3,5.8,0.0,,
1981-08-14,24.166,30.45,14.85,,,100.0,39.1,4.3,2.8,,
1981-08-15,22.481,30.15,17.15,,,98.1,36.6,2.8,7.8,,
1981-08-16,22.352,27.35,18.55,,,100.0,36.0,2.4,12.3,,
1981-08-17,17.574,22.65,16.35,,,100.0,39.5,2.7,17.3,,
1981-08-18,25.523,25.45,12.55,,,100.0,52.3,3.2,0.0,,
1981-08-19,24.961,28.15,13.05,,,100.0,47.7,3.1,0.0,,
1981-08-20,25.782,28.75,13.95,,,100.0,32.4,2.8,0.0,,
1981-08-21,24.883,30.55,14.05,,,99.2,34.6,4.7,1.6,,
1981-08-22,24.754,30.55,13.45,,,92.8,33.6,4.9,8.9,,
1981-08-23,25.134,28.85,16.45,,,97.9,33.2,2.7,0.4,,
1981-08-24,24.996,30.35,14.65,,,92.0,32.5,4.5,0.0,,
1981-08-25,23.596,30.55,15.25,,,95.0,32.1,4.2,3.3,,
1981-08-26,24.14,30.55,16.35,,,75.8,29.4,3.9,0.0,,
1981-08-27,23.268,26.45,17.25,,,96.1,29.6,2.2,6.2,,
1981-08-28,23.639,28.35,14.35,,,97.2,40.3,4.3,0.6,,
1981-08-29,24.218,31.85,15.25,,,92.0,33.1,5.3,1.0,,
1981-08-30,24.08,31.75,16.05,,,86.4,28.0,4.2,0.0,,
1981-08-31,23.397,33.65,16.65,,,80.2,24.7,3.7,0.6,,
1981-09-01,21.937,26.55,13.65,,,80.6,22.8,3.6,0.7,,
1981-09-02,21.876,30.55,11.55,,,100.0,37.1,4.7,0.0,,
1981-09-03,20.598,30.35,13.85,,,100.0,34.2,3.7,0.0,,
1981-09-04,18.377,27.35,13.75,,,100.0,33.6,4.0,4.8,,
1981-09-05,17.073,25.65,12.75,,,100.0,39.8,6.1,2.1,,
1981-09-06,20.088,29.65,13.45,,,100.0,39.2,4.8,1.2,,
1981-09-07,17.798,24.15,13.85,,,100.0,36.4,5.5,2.5,,
1981-09-08,21.159,24.25,11.05,,,77.3,33.3,1.7,0.0,,
1981-09-09,18.55,25.15,12.15,,,92.3,35.2,4.3,0.0,,
1981-09-10,20.563,29.45,10.25,,,100.0,34.8,4.5,0.3,,
1981-09-11,20.235,30.95,14.35,,,93.2,24.1,2.8,0.8,,
1981-09-12,20.434,27.85,15.35,,,91.7,23.6,2.2,6.8,,
1981-09-13,19.863,28.85,14.35,,,100.0,31.2,2.0,8.4,,
1981-09-14,20.485,27.75,15.25,,,95.1,27.4,2.8,1.2,,
1981-09-15,17.997,23.65,11.75,,,89.0,29.1,3.0,0.0,,
1981-09-16,9.737,15.75,7.25,,,100.0,32.8,3.6,8.8,,
1981-09-17,10.584,16.15,7.55,,,100.0,56.6,2.5,0.8,,
1981-09-18,20.028,21.95,4.55,,,100.0,47.5,4.3,0.0,,
1981-09-19,20.321,27.45,6.95,,,100.0,28.2,3.5,0.0,,
1981-09-20,20.097,30.75,10.95,,,75.2,15.8,3.0,0.0,,
1981-09-21,19.63,30.85,13.35,,,61.0,18.4,3.4,0.0,,
1981-09-22,19.414,30.85,12.95,,,72.8,21.3,4.7,0.0,,
1981-09-23,16.9,27.55,14.45,,,100.0,22.0,5.8,6.4,,
1981-09-24,18.809,27.65,13.35,,,100.0,35.7,5.7,2.7,,
1981-09-25,18.965,29.45,12.35,,,100.0,26.9,5.5,0.0,,
1981-09-26,19.077,26.65,12.55,,,66.0,19.4,4.3,0.0,,
1981-09-27,18.904,27.45,7.95,,,78.0,23.7,3.5,0.0,,
1981-09-28,18.334,29.45,11.15,,,99.9,29.1,6.8,0.0,,
1981-09-29,18.3,29.95,11.95,,,87.1,29.5,6.9,0.0,,
1981-09-30,17.695,29.45,12.45,,,84.6,26.3,4.2,0.0,,
